PMID,Title,Year,Journal,Authors,PublicationTypes,Mesh,Dataset
31983534,Detection of periodontal microorganisms in coronary atheromatous plaque specimens of myocardial infarction patients: A systematic review and meta-analysis.,2021 Jan,Trends in cardiovascular medicine,Joshi C; Bapat R; Anderson W; Dawson D; Hijazi K; Cherukara G,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Bacteria/classification/genetics/*isolation & purification; Coronary Artery Disease/epidemiology/*microbiology/pathology; Coronary Thrombosis/epidemiology/*microbiology/pathology; Humans; Myocardial Infarction/epidemiology/*microbiology/pathology; Periodontal Diseases/epidemiology/*microbiology; Periodontium/*microbiology; *Plaque, Atherosclerotic; Risk Factors",Review
38342946,The efficacy of combining adjuvants with non-surgical periodontal therapy in individuals with type 2 diabetes: A Bayesian network meta-analysis.,2024 May,Journal of clinical periodontology,Zanatta FB; Antoniazzi RP; Oliveira LM; Lietzan AD; Miguez PA; Susin C,"Journal Article; Network Meta-Analysis; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Systematic Review","Humans; *Diabetes Mellitus, Type 2/complications/therapy; *Bayes Theorem; *Metronidazole/therapeutic use; *Glycated Hemoglobin/analysis; *Thioctic Acid/therapeutic use; Randomized Controlled Trials as Topic; Combined Modality Therapy; Antioxidants/therapeutic use; Treatment Outcome; Periodontal Debridement/methods; Periodontal Pocket/therapy",Review
26110453,Long-Term Effect of Four Surgical Periodontal Therapies and One Non-Surgical Therapy: A Systematic Review and Meta-Analysis.,2015 Oct,Journal of periodontology,Mailoa J; Lin GH; Khoshkam V; MacEachern M; Chan HL; Wang HL,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Alveolar Process/*surgery; Chronic Periodontitis/*surgery/therapy; Humans; Longitudinal Studies; Periodontal Attachment Loss/surgery/therapy; Periodontal Debridement/*methods; Periodontal Pocket/surgery/therapy; Surgical Flaps/*surgery,Review
38151010,Association between Periodontitis and Mild Cognitive Impairment: A Systematic Review and Meta-Analysis.,2024,Dementia and geriatric cognitive disorders,Lin J; Pathak JL; Shen Y; Mashrah MA; Zhong X; Chen J; Li Z; Xia J; Liang Y; Zeng Y,Journal Article; Meta-Analysis; Systematic Review,Humans; *Cognitive Dysfunction/epidemiology; *Periodontitis/epidemiology/complications; Risk Factors,Review
29846383,Association between metabolic syndrome and periodontitis: a systematic review and meta-analysis.,2018 May 24,Brazilian oral research,Daudt LD; Musskopf ML; Mendez M; Remonti LLR; Leitao CB; Gross JL; Weidlich P; Oppermann RV,Journal Article; Meta-Analysis; Systematic Review,Humans; Metabolic Syndrome/*complications/epidemiology; Observational Studies as Topic; Periodontitis/*complications/epidemiology,Review
39947772,Periodontal Disease May Be Diagnosed Using the Matrix Metalloproteinase (aMMP)-8 Point-of-Care Test.,2025 Mar,The journal of evidence-based dental practice,Tannure PN; Faustino-Silva DD,Journal Article,Adult; Humans; *Matrix Metalloproteinase 8/analysis; Periodontal Diseases/diagnosis; Periodontitis/diagnosis; Point-of-Care Systems; Point-of-Care Testing; *Saliva/enzymology; Systematic Reviews as Topic; Meta-Analysis as Topic,Review
31754752,Is there scientific evidence to support antibiotic prophylaxis in patients with periodontal disease as a means to decrease the risk of prosthetic joint infections? A systematic review.,2020 Feb,International orthopaedics,Moreira AI; Mendes L; Pereira JA,Journal Article; Systematic Review,"Anti-Bacterial Agents/*administration & dosage; *Antibiotic Prophylaxis; Arthroplasty, Replacement/*adverse effects; Humans; Joint Diseases/complications/*surgery; Periodontal Diseases/complications/*drug therapy; Prosthesis-Related Infections/etiology/*prevention & control; Risk Factors",Review
40826333,Evaluation of the association between periodontitis and inflammatory bowel disease: A systematic review and Meta-analysis.,2025 Aug 18,BMC gastroenterology,Naghsh N; Karimi F; Tarrahi MJ; Rahimi A,Journal Article; Meta-Analysis; Systematic Review,"Humans; *Periodontitis/epidemiology; *Inflammatory Bowel Diseases/complications/epidemiology; *Crohn Disease/epidemiology/complications; *Colitis, Ulcerative/epidemiology/complications; Prevalence; Risk Factors; Female",Review
40619409,Increased risk of peptic ulcer following periodontitis: a systematic review and meta-analysis.,2025 Jul 7,European journal of medical research,Motaghi A; Bayani M; Mehrafarid H; Abdolalian F; Almasi-Hashiani A,Journal Article; Meta-Analysis; Systematic Review,Humans; *Periodontitis/complications; *Peptic Ulcer/etiology/epidemiology; Risk Factors,Review
32866427,"Periodontitis, Edentulism, and Risk of Mortality: A Systematic Review with Meta-analyses.",2021 Jan,Journal of dental research,Romandini M; Baima G; Antonoglou G; Bueno J; Figuero E; Sanz M,Journal Article; Meta-Analysis; Systematic Review,*Cardiovascular Diseases; Cohort Studies; Humans; *Periodontitis; Proportional Hazards Models; Risk,Review
26436596,Role of diode lasers (800-980 nm) as adjuncts to scaling and root planing in the treatment of chronic periodontitis: a systematic review.,2015 Nov,Photomedicine and laser surgery,Qadri T; Javed F; Johannsen G; Gustafsson A,Comparative Study; Journal Article; Systematic Review,"Chronic Periodontitis/*surgery; *Dental Scaling; Humans; Lasers, Semiconductor/*therapeutic use; *Root Planing",Review
38757716,Smokeless tobacco and periodontitis: A systematic review with meta-analysis.,2024 Dec,Journal of periodontal research,Quadri MFA; Kamel AM; Nayeem M; John T; Thacheril A; Tartaglia G; Tadakamadla S,Journal Article; Meta-Analysis; Systematic Review,"Humans; *Tobacco, Smokeless/adverse effects; *Periodontitis/epidemiology; Prevalence",Review
32530988,The Association between Periodontitis and Nonalcoholic Fatty Liver Disease: A Systematic Review and Meta-analysis.,2020 Jun 3,Journal of gastrointestinal and liver diseases : JGLD,Wijarnpreecha K; Panjawatanan P; Cheungpasitporn W; Lukens FJ; Harnois DM; Pungpapong S; Ungprasert P,Journal Article; Meta-Analysis; Systematic Review,Humans; *Metabolism; *Non-alcoholic Fatty Liver Disease/epidemiology/metabolism; *Periodontitis/epidemiology/metabolism; Risk Assessment; Risk Factors,Review
40716826,"THE RELATIONSHIP BETWEEN ENTAMOEBA GINGIVALIS AND TRICHOMONAS TENAX WITH PERIODONTITIS AND GINGIVITIS: A SYSTEMATIC REVIEW, META-ANALYSIS, AND META-REGRESSION.",2025 Sep,The journal of evidence-based dental practice,Moosazadeh M; Sabeti MA; Hashemi SM; Ghazalgoo A; Mousavi T; Mahdavi S; Ghadirzadeh E,Journal Article; Meta-Analysis; Systematic Review,Humans; *Gingivitis/parasitology/microbiology/epidemiology; *Periodontitis/parasitology/microbiology/epidemiology; *Trichomonas; *Entamoeba; *Trichomonas Infections/epidemiology/complications; *Entamoebiasis/epidemiology; Prevalence,Review
38878682,The relationship between periodontal disease and cancer: Insights from a Systematic Literature Network Analysis.,2024 Aug,Cancer epidemiology,Villar A; Mendes B; Viegas M; de Aquino Alexandre AL; Paladini S; Cossatis J,Journal Article; Systematic Review,Humans; *Periodontal Diseases/epidemiology/complications; *Neoplasms/epidemiology; Bibliometrics,Review
38908794,Periodontal disease in patients with thyroid diseases: A systematic review with meta-analysis.,2024 Sep,Advances in medical sciences,Ortarzewska M; Nijakowski K; Jankowski J; Sawicka-Gutaj N; Ruchala M; Surdacka A,Journal Article; Meta-Analysis; Systematic Review,Humans; *Periodontal Diseases/complications; *Thyroid Diseases/complications/epidemiology,Review
33240369,An umbrella review of systematic reviews of the evidence of a causal relationship between periodontal disease and adverse pregnancy outcomes: A position paper from the Canadian Dental Hygienists Association.,2020 Jun 1,Canadian journal of dental hygiene : CJDH = Journal canadien de l'hygiene dentaire : JCHD,Lavigne SE; Forrest JL,"Consensus Statement; Journal Article; Research Support, Non-U.S. Gov't; Systematic Review","Adult; Canada; Dental Hygienists; Female; Humans; Infant, Newborn; *Periodontal Diseases/complications; Pregnancy; *Pregnancy Complications/epidemiology; Pregnancy Outcome; Systematic Reviews as Topic",Review
35046930,A Systematic Review and Meta-Analysis on Multiple Cytokine Gene Polymorphisms in the Pathogenesis of Periodontitis.,2021,Frontiers in immunology,Liu X; Li H,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Animals; Cytokines/*genetics; Humans; Periodontitis/*genetics/*immunology; *Polymorphism, Genetic",Review
34480421,Regenerative benefits of using growth factors in treatment of periodontal defects: A systematic review and meta-analysis with Trial Sequential Analysis on preclinical studies.,2021 Nov,Journal of tissue engineering and regenerative medicine,Farimani Z; Shamshiri AR; Asl Roosta H; Akbari S; Bohlouli M,Journal Article; Meta-Analysis; Systematic Review,"Animals; Disease Models, Animal; Furcation Defects/physiopathology; Intercellular Signaling Peptides and Proteins/*pharmacology; Periodontal Ligament/drug effects/*pathology/*physiopathology; Regeneration/drug effects/*physiology",Review
41828611,Do Adjunctive Therapies with Natural Products Improve Periodontal Clinical Parameters After Non-Surgical Treatment? A Systematic Review and Meta-Analysis.,2026 Mar 4,International journal of molecular sciences,de Molon RS; Rodrigues JVS; de Avila ED; da Silva Barbirato D; Franco Moura JP; Monteiro GV; Alves MV; Theodoro LH; Vernal R; Teughels W,Journal Article; Meta-Analysis; Review; Systematic Review,Humans; *Biological Products/therapeutic use/pharmacology; *Periodontitis/drug therapy/therapy; Root Planing; Dental Scaling; Anti-Inflammatory Agents/therapeutic use; Randomized Controlled Trials as Topic,Review
40192116,Periodontitis as a risk factor for colorectal cancer: systematic review and meta-analysis.,2025 Jul 1,"Medicina oral, patologia oral y cirugia bucal",Espejo-Carrera RE; Honores-Solano TM; Ulloa-Cueva TV; Caballero-Alvarado JA; Minchon-Medina CA; Asmat-Abanto AS,Journal Article; Meta-Analysis; Systematic Review,Humans; *Colorectal Neoplasms/etiology/epidemiology; Risk Factors; *Periodontitis/complications; Male; Female,Review
35838891,Periodontal outcomes of children and adolescents with attention deficit hyperactivity disorder: a systematic review and meta-analysis.,2022 Aug,European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry,Drumond VZ; Andrade AA; de Arruda JAA; Mesquita RA; Abreu LG,Journal Article; Meta-Analysis; Systematic Review,Adolescent; *Attention Deficit Disorder with Hyperactivity/complications; Child; *Dental Plaque; *Gingivitis; Humans,Review
31373725,Clinical efficacy of photodynamic therapy and laser irradiation as an adjunct to open flap debridement in the treatment of chronic periodontitis: A systematic review and meta-analysis.,2020 Jan,"Photodermatology, photoimmunology & photomedicine",Akram Z; Shafqat SS; Niaz MO; Raza A; Naseem M,Journal Article; Meta-Analysis; Systematic Review,Chronic Periodontitis/*drug therapy; *Debridement; Humans; *Photochemotherapy; Randomized Controlled Trials as Topic; Treatment Outcome,Review
35279195,Prevalence of periodontal disease among Indigenous and non-Indigenous populations: protocol for systematic review and meta-analysis.,2022 Mar 12,Systematic reviews,Nath S; Poirier B; Ju X; Kapellas K; Haag D; Jamieson L,Journal Article,Humans; Indigenous Peoples; Meta-Analysis as Topic; Oral Health; *Periodontitis; Prevalence; Systematic Reviews as Topic,Review
32965050,Periodontal disease and quality of life: Umbrella review of systematic reviews.,2021 Jan,Journal of periodontal research,Wong LB; Yap AU; Allen PF,Journal Article; Systematic Review,Dental Care; Humans; Meta-Analysis as Topic; *Mouth Diseases; *Periodontal Diseases/therapy; Quality of Life; Systematic Reviews as Topic,Review
31477469,Clinical periodontal conditions in individuals after bariatric surgery: a systematic review and meta-analysis.,2019 Oct,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,Dos Santos MCM; Pellizzer EP; SoutoMaior JR; Casado BGDS; Luna Gomes JM; Vasconcelos BCDE; Moraes SLD,Journal Article; Meta-Analysis; Systematic Review,Adolescent; Adult; Bariatric Surgery/*statistics & numerical data; Female; Gastrectomy/statistics & numerical data; Humans; Male; Middle Aged; Obesity/complications/*surgery; Oral Health/*statistics & numerical data; Periodontal Diseases/complications/*epidemiology; Young Adult,Review
35628390,Meta-Analysis of Two Human RNA-seq Datasets to Determine Periodontitis Diagnostic Biomarkers and Drug Target Candidates.,2022 May 17,International journal of molecular sciences,Moreno C; Bybee E; Tellez Freitas CM; Pickett BE; Weber KS,Journal Article; Meta-Analysis,Adult; Biomarkers; Chronic Disease; Gingiva; Humans; Inflammation; *Periodontitis/diagnosis/drug therapy/genetics; RNA-Seq,Review
39201285,Does Vitamin C Supplementation Provide a Protective Effect in Periodontal Health? A Systematic Review and Meta-Analysis.,2024 Aug 7,International journal of molecular sciences,Buzatu R; Luca MM; Bumbu BA,Journal Article; Meta-Analysis; Systematic Review,*Ascorbic Acid/therapeutic use/administration & dosage; Humans; *Dietary Supplements; *Periodontal Diseases/prevention & control/drug therapy,Review
28875830,Is there an Association Between Periodontitis and Atherosclerosis in Adults? A Systematic Review.,2018,Current vascular pharmacology,Almeida APCPSC; Fagundes NCF; Maia LC; Lima RR,Journal Article; Systematic Review,Adult; Age Factors; Aged; Atherosclerosis/diagnosis/*epidemiology/immunology/microbiology; Bacteria/immunology; C-Reactive Protein/immunology/metabolism; Diabetes Mellitus/epidemiology; Female; Host-Pathogen Interactions; Humans; Inflammation Mediators/blood/immunology; Interleukin-6/blood/immunology; Male; Middle Aged; Periodontitis/diagnosis/*epidemiology/immunology/microbiology; Prognosis; Risk Factors; Sex Factors; Smoking/adverse effects/epidemiology,Review
29359889,Periodontal and chronic kidney disease association: A systematic review and meta-analysis.,2019 Feb,"Nephrology (Carlton, Vic.)",Kapellas K; Singh A; Bertotti M; Nascimento GG; Jamieson LM,Journal Article; Meta-Analysis; Systematic Review,"Adult; Aged; Female; Humans; Kidney/physiopathology; Male; Middle Aged; Observational Studies as Topic; Periodontal Diseases/diagnosis/*epidemiology; Prognosis; Renal Insufficiency, Chronic/diagnosis/*epidemiology/physiopathology; Risk Assessment; Risk Factors; Young Adult",Review
30803450,Screening for periodontal diseases by non-dental health professionals: a protocol for a systematic review and overview of reviews.,2019 Feb 25,Systematic reviews,Teufer B; Sommer I; Nussbaumer-Streit B; Titscher V; Bruckmann C; Klerings I; Gartlehner G,"Journal Article; Research Support, Non-U.S. Gov't",Adult; Humans; *Mass Screening/methods; Periodontal Diseases/*diagnosis; *Physical Examination; *Primary Health Care; Research Design; Risk Assessment; Systematic Reviews as Topic,Review
30388570,Comparative analysis of blood parameters of the erythrocyte lineage between patients with chronic periodontitis and healthy patients: Results obtained from a meta-analysis.,2019 Jan,Archives of oral biology,Franca LFC; da Silva FRP; di Lenardo D; Alves EHP; Nascimento HMS; da Silva IAT; Vasconcelos ACCG; Vasconcelos DFP,Comparative Study; Journal Article; Meta-Analysis; Review,Case-Control Studies; Chronic Periodontitis/*blood; *Erythrocyte Indices; Humans,Review
33397446,Efficacy of vitamin C supplementation as an adjunct in the non-surgical management of periodontitis: a systematic review.,2021 Jan 4,Systematic reviews,Fageeh HN; Fageeh HI; Prabhu A; Bhandi S; Khan S; Patil S,Journal Article; Systematic Review,Ascorbic Acid/therapeutic use; Dietary Supplements; Humans; *Periodontitis/drug therapy; Vitamins/therapeutic use,Review
21119126,The effectiveness of periodontal disease treatment during pregnancy in reducing the risk of experiencing preterm birth and low birth weight: a meta-analysis.,2010 Dec,Journal of the American Dental Association (1939),Uppal A; Uppal S; Pinto A; Dutta M; Shrivatsa S; Dandolu V; Mupparapu M,Journal Article; Meta-Analysis,"Female; Humans; *Infant, Low Birth Weight; Infant, Newborn; Periodontal Diseases/epidemiology/*therapy; Pregnancy; Pregnancy Complications, Infectious/epidemiology/prevention & control; Premature Birth/*epidemiology/prevention & control; Randomized Controlled Trials as Topic; Risk Assessment; Risk Factors; Treatment Outcome",Review
35132470,Does oral lichen planus aggravate the state of periodontal disease? A systematic review and meta-analysis.,2022 Apr,Clinical oral investigations,Nunes GP; Pirovani BO; Nunes LP; Silva ANA; Morabito MJSD; Nunes-Junior NA; Delbem ACB; Ferrisse TM,Journal Article; Meta-Analysis; Systematic Review,"*Gingivitis/microbiology; Humans; *Lichen Planus, Oral/complications; *Periodontal Diseases/complications; Periodontal Index; *Periodontitis",Review
33438084,Bone replacement grafts with guided tissue regeneration in treatment of grade II furcation defects: a systematic review and meta-analysis.,2021 Mar,Clinical oral investigations,Swami RK; Kolte AP; Bodhare GH; Kolte RA,Journal Article; Meta-Analysis; Systematic Review,"*Alveolar Bone Loss/surgery; Bone Regeneration; Bone Transplantation; Follow-Up Studies; *Furcation Defects/surgery; Guided Tissue Regeneration, Periodontal; Humans; Membranes, Artificial; Periodontal Attachment Loss; Treatment Outcome",Review
33926447,Effectiveness of beta-tricalcium phosphate in comparison with other materials in treating periodontal infra-bony defects around natural teeth: a systematic review and meta-analysis.,2021 Apr 29,BMC oral health,Jasser RA; AlSubaie A; AlShehri F,Journal Article; Meta-Analysis; Systematic Review,"*Alveolar Bone Loss/surgery; Bone Regeneration; *Bone Substitutes/therapeutic use; Calcium Phosphates/therapeutic use; Guided Tissue Regeneration, Periodontal; Humans; Periodontal Attachment Loss/surgery; Treatment Outcome",Review
27888163,Antimicrobial photodynamic therapy adjuvant to non-surgical periodontal therapy in patients with diabetes mellitus: A meta-analysis.,2017 Mar,Photodiagnosis and photodynamic therapy,Abduljabbar T; Vohra F; Javed F; Akram Z,Journal Article; Meta-Analysis; Review,"Adult; Aged; Chronic Periodontitis/*epidemiology/*therapy; Combined Modality Therapy; Dental Scaling/*methods; Diabetes Mellitus, Type 2/*epidemiology; Female; Humans; Male; Middle Aged; Photochemotherapy/*methods; Randomized Controlled Trials as Topic; Root Planing/methods",Review
32572640,Pharmacological management of pain after periodontal surgery: a systematic review with meta-analysis.,2020 Aug,Clinical oral investigations,Caporossi LS; Dos Santos CS; Calcia TBB; Cenci MS; Muniz FWMG; da Silveira Lima G,Journal Article; Meta-Analysis; Systematic Review,"Anti-Inflammatory Agents, Non-Steroidal; Humans; Pain Management; Pain Measurement; *Postoperative Pain/drug therapy; Periodontal Diseases/*surgery",Review
23657600,"Association between tumor necrosis factor-alpha promoter -308 A/G, -238 A/G, interleukin-6 -174 G/C and -572 G/C polymorphisms and periodontal disease: a meta-analysis.",2013 Aug,Molecular biology reports,Song GG; Choi SJ; Ji JD; Lee YH,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't","Ethnicity/genetics; Genetic Association Studies; Genetic Predisposition to Disease/*genetics; Humans; Interleukin-6/*genetics; Periodontal Diseases/*ethnology/*genetics; Polymorphism, Single Nucleotide/*genetics; Promoter Regions, Genetic/*genetics; PubMed; Tumor Necrosis Factor-alpha/*genetics",Review
35156296,Airflow for initial nonsurgical treatment of peri-implantitis: A systematic review and meta-analysis.,2022 Apr,Clinical implant dentistry and related research,Atieh MA; Almatrooshi A; Shah M; Hannawi H; Tawse-Smith A; Alsabeeha NHM,Journal Article; Meta-Analysis; Systematic Review,*Dental Implants/adverse effects; Humans; *Peri-Implantitis/surgery,Review
24111550,Comparison of treatment effects of guided tissue regeneration on infrabony lesions between animal and human studies: a systematic review and meta-analysis.,2014 Aug,Journal of periodontal research,Yen CC; Tu YK; Chen TH; Lu HK,Comparative Study; Journal Article; Meta-Analysis; Systematic Review,"Alveolar Bone Loss/*surgery; Animals; Bone Transplantation/methods; Cementogenesis/physiology; Disease Models, Animal; Guided Tissue Regeneration, Periodontal/*standards; Humans; Osteogenesis/physiology; Treatment Outcome",Review
40066869,Periodontitis and Platelets Status: A Systematic Review With Meta-Analysis and Trial Sequential Analysis.,2025 Sep,Journal of periodontal research,Sokos D; Laine ML; Nicu EA; Chung KHL; Sluijk NDQ; Slot DE; Bizzarro S,Journal Article; Meta-Analysis; Systematic Review,Humans; Platelet Count; *Periodontitis/blood; *Blood Platelets/physiology; Mean Platelet Volume; Biomarkers/blood; Platelet Activation,Review
33650836,Periodontal disease and the risk of prostate cancer: a meta-analysis of cohort studies.,2021 Nov-Dec,International braz j urol : official journal of the Brazilian Society of Urology,Guo Z; Gu C; Li S; Gan S; Li Y; Xiang S; Gong L; Wang S,Journal Article; Meta-Analysis; Review,Cohort Studies; Humans; *Lung Neoplasms; Male; *Periodontal Diseases/complications/epidemiology; Proportional Hazards Models; *Prostatic Neoplasms/epidemiology,Review
38881240,"The assessment of glutathione, glutathione peroxidase, glutathione reductase, and oxidized glutathione in patients with periodontitis-A systematic review and meta-analysis.",2024 Jun,Clinical and experimental dental research,Mohideen K; Krithika C; Jeyanthikumari T; Vani NV; Dhungel S; Ghosh S,Journal Article; Meta-Analysis; Systematic Review,Humans; *Periodontitis/diagnosis/blood/metabolism; *Glutathione Peroxidase/metabolism; *Glutathione/metabolism; *Glutathione Reductase/metabolism; Glutathione Disulfide/metabolism/blood; Gingival Crevicular Fluid/chemistry; Antioxidants/metabolism/analysis,Review
34501547,Immunological Traits of Patients with Coexistent Inflammatory Bowel Disease and Periodontal Disease: A Systematic Review.,2021 Aug 25,International journal of environmental research and public health,de Mello-Neto JM; Nunes JGR; Tadakamadla SK; da Silva Figueredo CM,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",Cross-Sectional Studies; Gingival Crevicular Fluid; Humans; *Inflammatory Bowel Diseases/epidemiology; *Periodontal Diseases/epidemiology; *Periodontitis,Review
29966238,Interferon Crevicular Fluid Profile and Correlation with Periodontal Disease and Wound Healing: A Systemic Review of Recent Data.,2018 Jun 29,International journal of molecular sciences,Fiorillo L; Cervino G; Herford AS; Lauritano F; D'Amico C; Lo Giudice R; Laino L; Troiano G; Crimi S; Cicciu M,Journal Article; Systematic Review,Animals; Humans; *Gingival Crevicular Fluid/metabolism; *Interferons/metabolism; *Periodontal Diseases/immunology/metabolism; *Wound Healing/physiology,Review
33068648,Periodontitis and circulating blood cell profiles: a systematic review and meta-analysis.,2021 Jan,Experimental hematology,Botelho J; Machado V; Hussain SB; Zehra SA; Proenca L; Orlandi M; Mendes JJ; D'Aiuto F,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Blood Cell Count; *Blood Cells/cytology/pathology; Blood Sedimentation; Humans; Mean Platelet Volume; Periodontitis/*blood/pathology/therapy,Review
28013438,Outcomes of implant therapy in patients with a history of aggressive periodontitis. A systematic review and meta-analysis.,2017 Mar,Clinical oral investigations,Theodoridis C; Grigoriadis A; Menexes G; Vouros I,Journal Article; Meta-Analysis; Systematic Review,"Aggressive Periodontitis/*complications/diagnostic imaging/therapy; *Dental Implantation, Endosseous; Humans; Jaw, Edentulous, Partially/*surgery; Treatment Outcome",Review
37689446,ASSOCIATION OF ORAL MICROBIOTA AND PERIODONTAL DISEASE WITH LUNG CANCER: A SYSTEMATIC REVIEW AND META-ANALYSIS.,2023 Sep,The journal of evidence-based dental practice,Zhang K; He C; Qiu Y; Li X; Hu J; Fu B,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Lung Neoplasms; Case-Control Studies; *Microbiota; *Periodontal Diseases; Research Design,Review
31715080,Periodontitis and respiratory diseases: A systematic review with meta-analysis.,2020 Mar,Oral diseases,Gomes-Filho IS; Cruz SSD; Trindade SC; Passos-Soares JS; Carvalho-Filho PC; Figueiredo ACMG; Lyrio AO; Hintz AM; Pereira MG; Scannapieco F,Journal Article; Meta-Analysis; Systematic Review,"Asthma/*complications; Humans; Periodontitis/*complications; Pneumonia/*complications; Pulmonary Disease, Chronic Obstructive/*complications",Review
27498712,Efficacy of Local and Systemic Antimicrobials in the Non-Surgical Treatment of Smokers With Chronic Periodontitis: A Systematic Review.,2016 Nov,Journal of periodontology,Chambrone L; Vargas M; Arboleda S; Serna M; Guerrero M; de Sousa J; Lafaurie GI,Journal Article; Systematic Review,Anti-Bacterial Agents; Anti-Infective Agents/*therapeutic use; Chronic Periodontitis/*drug therapy; *Dental Scaling; Follow-Up Studies; Humans; Periodontal Attachment Loss; Randomized Controlled Trials as Topic; Root Planing; *Smokers,Review
38501242,Periodontitis and risk of mortality in patients with chronic kidney disease: A systematic review with meta-analysis.,2024 Oct,Journal of periodontal research,Wu H; Wang S; Wei Z,Journal Article; Meta-Analysis; Systematic Review,"Humans; *Cardiovascular Diseases/mortality/complications; Cause of Death; *Periodontitis/complications/epidemiology; *Renal Insufficiency, Chronic/complications/mortality; Risk Factors",Review
27567495,Resistin as potential biomarker for chronic periodontitis: A systematic review and meta-analysis.,2017 Jan,Archives of oral biology,Akram Z; Rahim ZH; Taiyeb-Ali TB; Shahdan MS; Baharuddin NA; Vaithilingam RD; Safii SH,Journal Article; Meta-Analysis; Systematic Review,Biomarkers/blood; Chronic Periodontitis/*blood/metabolism; Cytokines/blood; Gingival Crevicular Fluid/metabolism; Humans; Randomized Controlled Trials as Topic; Resistin/*blood,Review
33438165,Efficacy of antimicrobial photodynamic therapy (aPDT) for nonsurgical treatment of periodontal disease: a systematic review.,2021 Oct,Lasers in medical science,Moro MG; de Carvalho VF; Godoy-Miranda BA; Kassa CT; Horliana ACRT; Prates RA,Journal Article; Systematic Review,*Anti-Infective Agents/therapeutic use; *Chronic Periodontitis/drug therapy; Combined Modality Therapy; Dental Scaling; Humans; *Photochemotherapy; Photosensitizing Agents/therapeutic use; Root Planing,Review
27463711,"Role of Lipids in the Onset, Progression and Treatment of Periodontal Disease. A Systematic Review of Studies in Humans.",2016 Jul 25,International journal of molecular sciences,Varela-Lopez A; Giampieri F; Bullon P; Battino M; Quiles JL,Journal Article; Systematic Review,Disease Progression; Humans; Lipids/*analysis/chemistry; Periodontal Diseases/*drug therapy/metabolism/*pathology,Review
39806539,Diagnostic Accuracy of a Point-Of-Care aMMP-8 Test for Discriminating Periodontal Health Status in Adults: Validation Trials and Updated Meta-Analysis.,2025 Apr,Journal of clinical periodontology,Li Y; Kung JCK; Shi J; Wu X; Lam SLT; Deng K; Zhang X; Lai H; Pelekos G; Jin L; Tonetti MS,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Periodontitis/diagnosis; *Matrix Metalloproteinase 8/analysis; Adult; *Point-of-Care Systems; Sensitivity and Specificity; China; Male; Hong Kong; Female; Middle Aged; Biomarkers/analysis,Review
28359872,Microbial colonization at the implant-abutment interface and its possible influence on periimplantitis: A systematic review and meta-analysis.,2017 Jul,Journal of prosthodontic research,Tallarico M; Canullo L; Caneva M; Ozcan M,Journal Article; Meta-Analysis; Systematic Review,"*Bacterial Load; Databases, Bibliographic; Dental Abutments/*microbiology; *Dental Implant-Abutment Design; Dental Implants/*microbiology; Gram-Negative Bacteria/isolation & purification/pathogenicity; Humans; Peri-Implantitis/*etiology/*microbiology",Review
34532500,Association between Periodontitis and Carotid Artery Calcification: A Systematic Review and Meta-Analysis.,2021,BioMed research international,Wang W; Yang Z; Wang Y; Gao H; Wang Y; Zhang Q,Journal Article; Meta-Analysis; Systematic Review,Calcinosis/*physiopathology; Carotid Arteries/metabolism/*physiopathology; Carotid Artery Diseases/physiopathology; Coronary Artery Disease/physiopathology; Humans; Joint Diseases/*physiopathology; Odds Ratio; Periodontitis/metabolism/*physiopathology; Risk Assessment/methods; Risk Factors; Vascular Diseases/*physiopathology,Review
33617973,Periodontal therapy and treatment of hypertension-alternative to the pharmacological approach. A systematic review and meta-analysis.,2021 Apr,Pharmacological research,Sharma S; Sridhar S; McIntosh A; Messow CM; Aguilera EM; Del Pinto R; Pietropaoli D; Gorska R; Siedlinski M; Maffia P; Tomaszewski M; Guzik TJ; D'Aiuto F; Czesnikiewicz-Guzik M,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Antihypertensive Agents/therapeutic use; Blood Pressure/drug effects; Heart Disease Risk Factors; Humans; Hypertension/etiology/*therapy; Periodontitis/complications/*therapy,Review
40696655,Non-surgical treatment of cyclosporin A-induced gingival overgrowth: A systematic review and meta-analysis.,2025 Jul 18,Medicine,Hu J; Ruan Y; Lin N; Zhang Y; Mao X; Bai J; Yang X; Liu S; Lv X,Journal Article; Meta-Analysis; Systematic Review,Humans; *Cyclosporine/adverse effects; *Gingival Overgrowth/chemically induced/therapy; *Immunosuppressive Agents/adverse effects; Randomized Controlled Trials as Topic,Review
