subset,comparison_label,status,role_metric,positional_metric,observed_d_role,observed_d_positional,observed_delta_d,ci_low,ci_high,ci_excludes_zero,n_review,n_clinical,n_boot_valid
no_opening_fallback,PRIMARY_strict_conclusion_vs_tertile_centroid,primary,role_conclusion_to_opening,pos_tertile_centroid_to_opening_centroid,0.2008188879849967,0.2174171871249244,-0.0165982991399277,-0.4285546788902475,0.4106014536766385,False,50,49,10000
no_opening_fallback,final_interpretive_vs_tertile_centroid,sensitivity,role_final_interpretive_to_opening,pos_tertile_centroid_to_opening_centroid,0.2433256994012624,0.2174171871249244,0.0259085122763379,-0.3740555806485439,0.4447436881812996,False,50,49,10000
no_opening_fallback,strict_conclusion_vs_quintile_centroid,sensitivity,role_conclusion_to_opening,pos_quintile_centroid_to_opening_centroid,0.2008188879849967,0.4241635353024016,-0.2233446473174049,-0.5936358552358859,0.1336493561186518,False,50,49,10000
no_opening_fallback,strict_conclusion_vs_template_centroid,sensitivity,role_conclusion_to_opening,pos_template_centroid_to_opening_centroid,0.2222211776658849,0.2993459183624387,-0.0771247406965537,-0.4806769827994138,0.3285121773483221,False,50,48,10000
no_opening_fallback,strict_conclusion_vs_actual_count_matched,length_matched_sensitivity,role_conclusion_to_opening,pos_actual_count_matched_conclusion_to_opening,0.2008188879849967,0.2431327728168969,-0.0423138848319002,-0.4204751842304654,0.3090884920820985,False,50,49,10000
no_opening_fallback,final_interpretive_vs_actual_count_matched,length_matched_sensitivity,role_final_interpretive_to_opening,pos_actual_count_matched_final_interpretive_to_opening,0.2433256994012624,0.4111154460431911,-0.1677897466419287,-0.4773772259417856,0.1112050580153533,False,50,49,10000
no_opening_fallback,old_asymmetric_final_sentence_positional_check,old_asymmetric_sensitivity,old_final_sentence_to_opening_role_anchor,old_pos_tertile_final_sentence_to_opening_segment,-0.2306165236056862,-0.3433159313427147,0.1126994077370285,-0.0953717479313208,0.3464756112116183,False,50,50,10000
