PMID,Title,Dataset,n_sentences,mean_label_confidence,mean_local_similarity,min_local_similarity,local_similarity_volatility,local_discontinuity_burden,within_role_discontinuity_burden,mean_similarity_to_opening_anchor,final_similarity_to_opening_anchor,mean_similarity_to_own_role_anchor_loo,observed_roles,required_roles_present,missing_required_roles,n_Background,within_Background_similarity,n_Aim,within_Aim_similarity,n_Methods,within_Methods_similarity,n_Results,within_Results_similarity,n_Conclusion,within_Conclusion_similarity,n_Limitation/Future,within_Limitation/Future_similarity,conclusion_to_aim_alignment,conclusion_to_results_alignment,results_to_methods_alignment,methods_to_aim_alignment,results_to_aim_alignment,conclusion_to_background_plus_aim_alignment,conclusion_plus_future_to_background_plus_aim_alignment,abstract_key,tertile__within_results_analogue,tertile__conclusion_results_analogue,tertile__final_similarity_to_opening_analogue,tertile__closing_to_opening_analogue,tertile__methods_aim_analogue,tertile__results_aim_analogue,tertile__n_T1,tertile__n_T2,tertile__n_T3,quintile__within_results_analogue,quintile__conclusion_results_analogue,quintile__final_similarity_to_opening_analogue,quintile__closing_to_opening_analogue,quintile__methods_aim_analogue,quintile__results_aim_analogue,quintile__n_B1,quintile__n_B2,quintile__n_B3,quintile__n_B4,quintile__n_B5,template__n_Background,template__within_Background_similarity,template__n_Aim,template__within_Aim_similarity,template__n_Methods,template__within_Methods_similarity,template__n_Results,template__within_Results_similarity,template__n_Conclusion,template__within_Conclusion_similarity,template__n_Limitation/Future,template__within_Limitation/Future_similarity,template__conclusion_to_aim_alignment,template__conclusion_to_results_alignment,template__results_to_methods_alignment,template__methods_to_aim_alignment,template__results_to_aim_alignment,template__final_similarity_to_opening_anchor,template__conclusion_to_background_plus_aim_alignment,template__conclusion_plus_future_to_background_plus_aim_alignment
26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,13,0.98,0.3498475085943937,0.0028676465153694,0.2354140669140904,0.2307692307692307,0.1538461538461538,0.2732998552517249,0.4912633299827575,0.4282601978629827,Aim; Conclusion; Methods; Results,True,,0,,1,,6,0.2557726110021273,2,0.3468050956726074,4,0.3637332109113534,0,,0.6355762481689453,0.375586450099945,0.5833237171173096,0.1212444379925727,0.1622925847768783,0.6355762481689453,0.6355762481689453,Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,0.3606233679488986,0.3915442824363708,0.3294508457183838,0.6145709156990051,0.4547277092933655,0.4547277092933655,4,4,5,0.2946048064165482,0.2777273654937744,0.3388382196426391,0.4971297085285187,0.1737459748983383,0.3200251162052154,2,3,2,3,3,2,0.0028676490854014,1,,4,0.3728243360998353,4,0.2251473462768597,2,0.6320096662567041,0,,0.2381382137537002,0.4979902505874634,0.5367594957351685,0.4113314747810364,0.3903156220912933,0.3326728940010071,0.440620094537735,0.440620094537735
39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,12,0.9825,0.2868133205920458,0.0086323861032724,0.2875461045802274,0.0,0.0,0.4901154797213773,0.4332903921604156,0.3733514375984669,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,2,0.2223952859640121,4,0.3611193870504697,4,0.207871760862569,1,,0.6262895464897156,0.6603070497512817,0.6568160057067871,0.6372249126434326,0.7591718435287476,0.6262895464897156,0.5393984913825989,"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",0.3481374796590408,0.7124351263046265,0.6031894683837891,0.7019971609115601,0.7258646488189697,0.7258646488189697,4,4,4,0.2379445721248244,0.3044557571411133,0.7645474672317505,0.7372409701347351,0.7635890245437622,0.0082864239811897,2,2,3,2,3,1,,1,,4,0.2099342549333243,4,0.194938771611602,2,0.0538357620236989,0,,0.563484787940979,0.7726240158081055,0.6805529594421387,0.6675193309783936,0.6038322448730469,0.7645474672317505,0.6032466888427734,0.6032466888427734
26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,15,0.9760000000000002,0.2854255091931139,-0.0506220385432243,0.2281214124164191,0.0666666666666666,0.0,0.4297379355877638,0.5387321710586548,0.3749094754457474,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,4,0.1987019681061307,4,0.3129593605796496,5,0.2471886478364467,0,,0.6740149259567261,0.6585249304771423,0.4389000535011291,0.2145316302776336,0.5582289695739746,0.7844770550727844,0.7844770550727844,Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,0.2547836902950046,0.5871164202690125,0.555341362953186,0.7418588995933533,0.6361590623855591,0.6361590623855591,5,5,5,0.2782981131863682,0.4476729035377502,0.5413336753845215,0.6330935955047607,0.489814817905426,0.6260089874267578,3,3,3,3,3,1,,1,,5,0.2326414710501424,5,0.4083308615217705,3,0.223020633156495,0,,0.4646814465522766,0.5560131669044495,0.4131219983100891,0.2162841409444809,0.711645245552063,0.5338495969772339,0.6784265041351318,0.6784265041351318
34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,Review,12,0.9683333333333334,0.4498422220349312,0.0521408915519714,0.2347487438997899,0.1666666666666666,0.0833333333333333,0.5467389964809021,0.6746292412281036,0.428976472467184,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,3,0.3310184081395467,5,0.2909666926600039,1,,1,,0.4955462515354156,0.6753890514373779,0.7655763626098633,0.5835515260696411,0.4740779995918274,0.6997676491737366,0.7422047853469849,Review::34608627::Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,0.2096312373611738,0.6160141825675964,0.6472461223602295,0.786978006362915,0.6742100119590759,0.6742100119590759,4,4,4,0.6674544732754528,0.753454327583313,0.4421069920063019,0.5358836650848389,0.6065039038658142,0.4801538586616516,2,2,3,2,3,1,,1,,4,0.2001667610657201,4,0.6363288265904136,2,0.6523908872742868,0,,0.2947843074798584,0.8713327646255493,0.6390109062194824,0.4411234259605407,0.3186041414737701,0.4421069920063019,0.5104389786720276,0.5104389786720276
36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,14,0.9835714285714288,0.2707486897706985,-0.0496537834405899,0.2643450842920907,0.2142857142857142,0.0714285714285714,0.4008415495710714,0.5093018710613251,0.3239424736662344,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,4,0.3453799486160278,5,0.2311122827231884,2,-0.0496537834405899,1,,0.5596312284469604,0.6369782090187073,0.731879711151123,0.6374009847640991,0.5209359526634216,0.616451621055603,0.63861083984375,Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,0.2907679034022334,0.6172840595245361,0.4372382760047912,0.5565868616104126,0.6830815672874451,0.6830815672874451,4,5,5,0.3662639708539995,0.681618332862854,0.4609189629554748,0.63861083984375,0.4770486652851105,0.5013567209243774,2,3,3,3,3,2,-0.0439891155900911,1,,5,0.2476642631544268,4,0.2098387146875047,2,0.6165976457396981,0,,0.1667823791503906,0.6577075719833374,0.7551931142807007,0.4587401151657104,0.3034064769744873,0.4378626644611358,0.5082341432571411,0.5082341432571411
24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,Review,12,0.9833333333333334,0.3110257436267354,-0.027292301878333,0.2894539704759178,0.0833333333333333,0.0833333333333333,0.5429114983417094,0.5353812351822853,0.2697553744539618,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,1,,1,,2,0.6983686685562134,4,0.14747462545832,2,-0.027292301878333,2,0.2259352505207061,0.689136266708374,0.5718131065368652,0.5717985033988953,0.8686947822570801,0.4629117846488952,0.6637158393859863,0.7630969285964966,Review::24880982::Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,0.1474745950196449,0.6795514822006226,0.910218358039856,0.8116692304611206,0.5268656015396118,0.5268656015396118,4,4,4,0.0978565575608014,0.3443692922592163,0.8753647804260254,0.8451268672943115,0.7005633115768433,0.2291731536388397,2,2,3,2,3,1,,1,,4,0.3043833038654548,4,0.1950264292524279,2,0.2259352485252057,0,,0.702716588973999,0.6996055841445923,0.6669241189956665,0.6641192436218262,0.7295347452163696,0.8753647804260254,0.6838240623474121,0.6838240623474121
23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,Review,11,0.950909090909091,0.2458741907030344,0.0275885052978992,0.2472440895173371,0.0,0.0,0.4521637775681235,0.3914730846881866,0.4222097285091877,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,0.6076387166976929,1,,4,0.3074412184456984,2,0.2429416328668594,1,,1,,0.8071993589401245,0.7555294632911682,0.67828768491745,0.5815268158912659,0.6573079824447632,0.4217965602874756,0.5456480979919434,Review::23151293::Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,0.336475101793559,0.451766699552536,0.1486555933952331,0.7531799674034119,0.2283197045326233,0.2283197045326233,3,4,4,0.0951676452090045,0.6222166419029236,0.1117263883352279,0.5341647267341614,0.4359704554080963,0.6843444108963013,2,2,2,2,3,1,,1,,4,0.2218140736921866,3,0.1409619650078881,2,0.0294576468675666,0,,0.7089876532554626,0.6643729209899902,0.6792228817939758,0.4542926549911499,0.5292112827301025,0.1117263883352279,0.711688756942749,0.711688756942749
37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,10,0.982,0.3353008644448386,0.1764028966426849,0.1304595303165507,0.2,0.0,0.4180341303348541,0.175485722720623,0.4533739276230335,Aim; Conclusion; Limitation/Future; Methods; Results,True,,0,,1,,2,0.3109225630760193,4,0.3725159838795662,1,,2,0.5211801528930664,0.561247706413269,0.671938419342041,0.5774170160293579,0.4552850127220154,0.5260241031646729,0.561247706413269,0.3980083167552948,Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,0.4438748773040006,0.6400997042655945,0.3225991129875183,0.5802454948425293,0.6657036542892456,0.6657036542892456,3,3,4,0.3494792205345838,0.5279324054718018,0.3456998467445373,0.4396569728851318,0.6746187210083008,0.491271048784256,2,2,2,2,2,1,,1,,3,0.3722051728005351,3,0.4031787781356581,2,0.5211800931804237,0,,0.4731658697128296,0.5089146494865417,0.7713961005210876,0.4042214751243591,0.347693532705307,0.3456998467445373,0.4396569728851318,0.4396569728851318
27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,18,0.9838888888888888,0.3939341723042376,0.0164722763001918,0.2891943459369453,0.1666666666666666,0.1111111111111111,0.5178396167854468,0.7816665172576904,0.4235698877600953,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,4,0.5048093994458517,1,,4,0.184331273039182,6,0.3607375794400771,2,0.0164722763001918,1,,0.6311382055282593,0.666427731513977,0.6867168545722961,0.5809406042098999,0.7366468906402588,0.5532367825508118,0.720243513584137,Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,0.3940001834056016,0.8308665156364441,0.7638833522796631,0.6600648164749146,0.6951943635940552,0.6951943635940552,6,6,6,0.5368809016329698,0.7845845818519592,0.5522183179855347,0.4551208615303039,0.4852480888366699,0.5614866018295288,3,4,3,4,4,2,0.5752419587730412,1,,6,0.3203481831397877,6,0.3607375742528865,3,0.2730937616489419,0,,0.649478554725647,0.7644782066345215,0.7937753200531006,0.6379436254501343,0.5402878522872925,0.5522183179855347,0.5321162939071655,0.5321162939071655
32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,Review,13,0.9815384615384616,0.308650861804684,-0.015123501420021,0.2537646470804465,0.1538461538461538,0.0769230769230769,0.328917142863457,0.5901339054107666,0.4521679722449996,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,6,0.3505495751897494,2,0.3086702227592468,3,0.31264229118824,0,,0.8015133142471313,0.5570132732391357,0.5339924693107605,0.112588420510292,0.5047941207885742,0.6755470633506775,0.6755470633506775,Review::32051966::Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,0.4644967677793639,0.4280316829681396,0.4157228469848633,0.590247392654419,0.4782748222351074,0.4782748222351074,4,4,5,0.3006914425455755,0.5009883046150208,0.5777376890182495,0.6755470633506775,0.152008518576622,0.3869693279266357,2,3,2,3,3,2,-0.0151235082935414,1,,4,0.3649339598796615,4,0.2574334465361605,2,0.8447016712562575,0,,0.040177971124649,0.3667084574699402,0.5854610204696655,0.5001886487007141,0.4430429935455322,0.4579513072967529,0.4999406337738037,0.4999406337738037
