Unnamed: 0,n_sentences,n_sentences.1,n_sentences.2,n_sentences.3,mean_label_confidence,mean_label_confidence.1,mean_label_confidence.2,mean_label_confidence.3,mean_local_similarity,mean_local_similarity.1,mean_local_similarity.2,mean_local_similarity.3,min_local_similarity,min_local_similarity.1,min_local_similarity.2,min_local_similarity.3,local_similarity_volatility,local_similarity_volatility.1,local_similarity_volatility.2,local_similarity_volatility.3,local_discontinuity_burden,local_discontinuity_burden.1,local_discontinuity_burden.2,local_discontinuity_burden.3,within_role_discontinuity_burden,within_role_discontinuity_burden.1,within_role_discontinuity_burden.2,within_role_discontinuity_burden.3,mean_similarity_to_opening_anchor,mean_similarity_to_opening_anchor.1,mean_similarity_to_opening_anchor.2,mean_similarity_to_opening_anchor.3,final_similarity_to_opening_anchor,final_similarity_to_opening_anchor.1,final_similarity_to_opening_anchor.2,final_similarity_to_opening_anchor.3,mean_similarity_to_own_role_anchor_loo,mean_similarity_to_own_role_anchor_loo.1,mean_similarity_to_own_role_anchor_loo.2,mean_similarity_to_own_role_anchor_loo.3,within_Methods_similarity,within_Methods_similarity.1,within_Methods_similarity.2,within_Methods_similarity.3,within_Results_similarity,within_Results_similarity.1,within_Results_similarity.2,within_Results_similarity.3,conclusion_to_aim_alignment,conclusion_to_aim_alignment.1,conclusion_to_aim_alignment.2,conclusion_to_aim_alignment.3,conclusion_to_results_alignment,conclusion_to_results_alignment.1,conclusion_to_results_alignment.2,conclusion_to_results_alignment.3,results_to_methods_alignment,results_to_methods_alignment.1,results_to_methods_alignment.2,results_to_methods_alignment.3,methods_to_aim_alignment,methods_to_aim_alignment.1,methods_to_aim_alignment.2,methods_to_aim_alignment.3,results_to_aim_alignment,results_to_aim_alignment.1,results_to_aim_alignment.2,results_to_aim_alignment.3,conclusion_to_background_plus_aim_alignment,conclusion_to_background_plus_aim_alignment.1,conclusion_to_background_plus_aim_alignment.2,conclusion_to_background_plus_aim_alignment.3,conclusion_plus_future_to_background_plus_aim_alignment,conclusion_plus_future_to_background_plus_aim_alignment.1,conclusion_plus_future_to_background_plus_aim_alignment.2,conclusion_plus_future_to_background_plus_aim_alignment.3
,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count,mean,std,sem,count
Dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,11.88,2.6698620311368377,0.37757550940986945,50,0.9815471656310666,0.006828710416278981,0.0009657254884220159,50,0.32957322540678097,0.1038068173804941,0.01468050090062819,50,0.03326188861392439,0.12626953336285032,0.017857208659626495,50,0.21311182509038676,0.06507271953803404,0.009202672251118841,50,0.17237875394299543,0.06959338980108466,0.009841991570821136,50,0.0896017748161711,0.061529178884033836,0.00870153992594809,50,0.46626108807366756,0.09610841771470727,0.013591782779035763,50,0.44671813319437204,0.16895131675088815,0.023893324352989867,50,0.3899718207828803,0.11808819866793074,0.01670019321123961,50,0.26171358854348536,0.12392489391368625,0.01807630359709733,47,0.4087523182936005,0.16345262836160862,0.024099775264294996,46,0.6173654205419801,0.17630608225811537,0.02657914195944108,44,0.5128438934987906,0.15256779186480646,0.021795398837829494,49,0.5562804444134235,0.13460685815361279,0.019036284438927062,50,0.559597083595064,0.1087705476535701,0.01621455590021753,45,0.45044518676069045,0.19007543812569483,0.028334773366807255,45,0.5989523219818972,0.15501892099872033,0.022145560142674336,49,0.6003099613043726,0.15416987373011798,0.02202426767573114,49
Review,13.22,2.6518380225721145,0.37502652967381345,50,0.9777034546018137,0.00982801245869323,0.0013898908510255712,50,0.31340451408709685,0.08477415018753949,0.011988875293387201,50,0.02111152235418558,0.07222760239915348,0.010214525489057434,50,0.22309953669812785,0.061327174838828755,0.008672972239909765,50,0.14860367891482443,0.0823303931007666,0.011643275851861243,50,0.0793862742005157,0.06646057389248448,0.00939894449618508,50,0.4534446278464509,0.09237722855117346,0.013064112947150862,50,0.5135875276476145,0.1778303248174641,0.025149005715807055,50,0.3756210255929112,0.09044369600429951,0.012790670152042967,50,0.24593034259851868,0.11695576155946383,0.016707965937066263,49,0.30557505798432283,0.12847784524178124,0.018353977891683033,49,0.6314332694449323,0.1454977948492076,0.021223034608642073,47,0.6070645785331726,0.1397507579005932,0.019763741717493784,50,0.5452330303192139,0.12182182238487534,0.0172282073409697,50,0.4763302535135695,0.18511793620058145,0.027002226190005602,47,0.539732648654187,0.14781847884716137,0.0215615411602729,47,0.6290589824318886,0.14474997193031114,0.020470737345697085,50,0.6371060371398926,0.14827642424953277,0.02096945301538761,50
