PMID,Title,Dataset,n_Results,within_Results_similarity,within_Results_similarity_residualized_for_n_Results,embedding_model_label
36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,Clinical,4,0.4197737574577331,0.0642163504670408,MiniLM
29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,Clinical,2,0.4989075660705566,0.1422655683906968,MiniLM
31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,Clinical,5,0.2088198095560073,-0.1461953020901011,MiniLM
30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",Clinical,3,0.3218411306540171,-0.0342585716812589,MiniLM
40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",Clinical,5,0.3432912612333894,-0.011723850412719,MiniLM
20490384,Impact of periodontal disease on quality of life.,Clinical,5,0.4923224732279777,0.1373073615818692,MiniLM
30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,Clinical,2,0.4189517498016357,0.0623097521217759,MiniLM
27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,Clinical,3,0.3616301715373993,0.0055304692021233,MiniLM
28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,Clinical,2,0.6696263551712036,0.3129843574913438,MiniLM
35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,Clinical,3,0.2157390415668487,-0.1403606607684273,MiniLM
36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,Clinical,4,0.6859487990538279,0.3303913920631356,MiniLM
37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,Clinical,2,0.236421450972557,-0.1202205467073027,MiniLM
22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,Clinical,3,0.4404099980990092,0.0843102957637332,MiniLM
20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,Clinical,6,0.2475818733374278,-0.1068909429640968,MiniLM
37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,Clinical,3,0.1506300568580627,-0.2054696454772133,MiniLM
26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,Clinical,6,0.3240299115578333,-0.0304429047436913,MiniLM
27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",Clinical,5,0.358253413438797,0.0032383017926885,MiniLM
26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,3,0.4975394606590271,0.1414397583237511,MiniLM
23866479,The relationship between periodontal disease severity and state-trait anxiety level.,Clinical,8,0.4939772372932306,0.1405890116808735,MiniLM
21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,Clinical,3,0.5494977831840515,0.1933980808487755,MiniLM
34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,Clinical,3,0.4199754893779754,0.0638757870426994,MiniLM
30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,Clinical,2,0.818384051322937,0.4617420536430772,MiniLM
33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,Clinical,4,0.3711775243282318,0.0156201173375395,MiniLM
27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,Clinical,2,0.3301398754119873,-0.0265021222678724,MiniLM
