embedding_model_label,outcome,model_name,term,estimate,std_error,t_value,p_value,ci_low,ci_high,r_squared,adj_r_squared,aic,bic,n
MiniLM,within_Results_similarity,M4_dataset_plus_n_results_and_n_methods,n_Results,0.0056227525735924,0.0090710025398554,0.6198601035428702,0.5353498942718212,-0.0121560857081955,0.0234015908553803,0.1228220634701553,0.0939041095186219,-90.5513956104981,-80.33588804409594,95
MiniLM,within_Results_similarity,M4_dataset_plus_n_results_and_n_methods,n_Methods,-0.0084259034240164,0.0111648696488826,-0.7546799639402599,0.4504410312341924,-0.0303086458279108,0.0134568389798779,0.1228220634701553,0.0939041095186219,-90.5513956104981,-80.33588804409594,95
MiniLM,within_Results_similarity,M5_dataset_interaction_n_results,Intercept,0.4286032808303493,0.0682608426586511,6.278904041276577,3.4096794273990936e-10,0.2948144876650377,0.5623920739956609,0.1265762543154852,0.0977820648973143,-90.9588540068496,-80.74334644044744,95
MiniLM,within_Results_similarity,M5_dataset_interaction_n_results,C(Dataset)[T.Review],-0.1926202573069481,0.0921826967384313,-2.0895489513992924,0.0366583362961158,-0.3732950229120513,-0.0119454917018448,0.1265762543154852,0.0977820648973143,-90.9588540068496,-80.74334644044744,95
MiniLM,within_Results_similarity,M5_dataset_interaction_n_results,n_Results,-0.0052782906167079,0.0145597961432214,-0.3625250357069943,0.7169597182828646,-0.033814966679667,0.0232583854462512,0.1265762543154852,0.0977820648973143,-90.9588540068496,-80.74334644044744,95
MiniLM,within_Results_similarity,M5_dataset_interaction_n_results,C(Dataset)[T.Review]:n_Results,0.0214394739749313,0.0191968692260903,1.116821379696279,0.2640707055979978,-0.0161856983241311,0.0590646462739938,0.1265762543154852,0.0977820648973143,-90.9588540068496,-80.74334644044744,95
MiniLM,within_Results_similarity,M6_log_counts,Intercept,0.438035665136368,0.1882617927488092,2.3267369270238647,0.0199792711916196,0.0690493316837581,0.8070219985889779,0.1170201416388113,0.0879109155389918,-89.92510565872237,-79.7095980923202,95
MiniLM,within_Results_similarity,M6_log_counts,C(Dataset)[T.Review],-0.1051668650258493,0.0319329251148152,-3.293367727751865,0.0009899490843517,-0.1677542481719017,-0.042579481879797,0.1170201416388113,0.0879109155389918,-89.92510565872237,-79.7095980923202,95
MiniLM,within_Results_similarity,M6_log_counts,log_n_Results,0.0427050836278417,0.0669712655657394,0.6376627836892543,0.5236932166532211,-0.0885561848800751,0.1739663521357586,0.1170201416388113,0.0879109155389918,-89.92510565872237,-79.7095980923202,95
MiniLM,within_Results_similarity,M6_log_counts,log_n_sentences,-0.0366835006116592,0.0933965058569367,-0.3927716596577007,0.6944881382489856,-0.2197372883731394,0.146370287149821,0.1170201416388113,0.0879109155389918,-89.92510565872237,-79.7095980923202,95
