abstract_key,PMID,Title,Dataset,total_sentence_count,results_sentence_count,mean_sentence_length_words,median_sentence_length_words,total_word_count,type_token_ratio,numeral_density,statistical_token_density,results_word_count,results_type_token_ratio,results_numeral_density,results_statistical_token_density,tfidf_within_results_similarity,tfidf_conclusion_results_alignment,within_Results_similarity,conclusion_to_results_alignment
Review::24697584::Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,Review,10,2,25.7,28.5,257,0.5758754863813229,0.0350194552529182,0.0116731517509727,30,0.9333333333333332,0.0333333333333333,0.0333333333333333,0.1089083278857714,0.1805953228632321,0.1094104200601577,0.610551118850708
Review::24880982::Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,Review,12,4,21.5,21.0,258,0.5581395348837209,0.0465116279069767,0.0077519379844961,49,0.8775510204081632,0.0204081632653061,0.0,0.0,0.057539741527637,0.14747462545832,0.5718131065368652
Review::25261053::Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,Review,11,5,23.363636363636363,26.0,257,0.5719844357976653,0.1245136186770428,0.0311284046692607,105,0.580952380952381,0.1714285714285714,0.0666666666666666,0.1545601202249458,0.3013714722188607,0.5456070184707642,0.5658555030822754
Review::26329272::Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,Review,8,2,27.375,18.5,219,0.6484018264840182,0.1004566210045662,0.0821917808219178,61,0.7213114754098361,0.2950819672131147,0.2459016393442623,0.0409272057273776,0.1459424295768706,0.2281898856163025,0.3358966112136841
Review::26595831::Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,Review,16,6,14.25,10.0,228,0.5921052631578947,0.0087719298245614,0.0043859649122807,102,0.7352941176470589,0.0196078431372549,0.0,0.0225546406994438,0.1109051454656654,0.1832442626357078,0.4446271657943725
Review::26881700::Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,Review,11,4,18.272727272727277,18.0,201,0.572139303482587,0.0149253731343283,0.0149253731343283,76,0.7105263157894737,0.0131578947368421,0.0394736842105263,0.1851307404977739,0.2671213158672646,0.3741221390664577,0.6097947359085083
Review::26897256::Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,Review,13,2,19.846153846153847,23.0,258,0.5155038759689923,0.0426356589147286,0.0077519379844961,35,0.8571428571428571,0.1428571428571428,0.0,0.0915244474610117,0.0037827436057182,0.3468050956726074,0.375586450099945
Review::26928597::The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,Review,15,4,20.0,22.0,300,0.5266666666666666,0.0366666666666666,0.0133333333333333,94,0.6702127659574468,0.0957446808510638,0.0425531914893617,0.1820902018802793,0.1493520272860939,0.3129593605796496,0.6585249304771423
Review::26932392::The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,Review,14,4,19.5,19.5,273,0.6446886446886447,0.0586080586080586,0.0109890109890109,109,0.7339449541284404,0.091743119266055,0.0275229357798165,0.0423641642345346,0.1684736730306248,0.2185041817526022,0.5244454145431519
Review::27454460::Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,Review,8,3,28.625,32.5,229,0.6462882096069869,0.0262008733624454,0.0218340611353711,97,0.711340206185567,0.0515463917525773,0.0412371134020618,0.0373428357683873,0.1630516391107147,0.2208860417207082,0.611432671546936
Review::27585589::Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,Review,13,3,18.615384615384617,19.0,242,0.5289256198347108,0.0413223140495867,0.024793388429752,89,0.5730337078651685,0.0898876404494382,0.0674157303370786,0.2832847808676683,0.202281860670716,0.417594109972318,0.6498498916625977
"Review::27617985::A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",Review,9,2,23.666666666666668,22.0,213,0.5774647887323944,0.0046948356807511,0.0093896713615023,27,0.925925925925926,0.0,0.0,0.2915762429857523,0.1487796540168745,0.5075961351394653,0.5975587368011475
Review::27796062::Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,Review,13,4,16.384615384615383,16.0,213,0.5305164319248826,0.0469483568075117,0.0328638497652582,53,0.7735849056603774,0.1698113207547169,0.1132075471698113,0.0691878991087085,0.1045174199755478,0.210253636042277,0.6180312633514404
Review::27825315::Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,Review,18,6,17.555555555555557,18.0,316,0.5822784810126582,0.0981012658227848,0.0474683544303797,141,0.6879432624113475,0.2127659574468085,0.1063829787234042,0.0660398019643329,0.1877110511904059,0.3607375794400771,0.666427731513977
Review::30154031::Bariatric surgery and periodontal status: A systematic review with meta-analysis.,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,Review,16,4,13.0625,14.0,209,0.5980861244019139,0.0574162679425837,0.0047846889952153,66,0.7575757575757576,0.1666666666666666,0.0151515151515151,0.0704558190150334,0.1209452325448696,0.2989189152916272,0.5857183933258057
Review::31577700::Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,Review,12,4,20.83333333333333,17.0,250,0.584,0.148,0.1,114,0.6929824561403509,0.2456140350877192,0.175438596491228,0.0009046495595311,0.1728146987799418,0.217535350471735,0.6467143297195435
Review::31969148::Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,Review,14,4,17.285714285714285,18.0,242,0.6198347107438017,0.0495867768595041,0.0330578512396694,76,0.8289473684210527,0.1052631578947368,0.0657894736842105,0.0152384947179671,0.3522486055267734,0.3488778074582417,0.7726534008979797
Review::32051966::Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,Review,13,2,13.538461538461538,14.0,176,0.6022727272727273,0.0568181818181818,0.0625,27,0.925925925925926,0.2222222222222222,0.1851851851851851,0.2002700882708033,0.273318506799202,0.3086702227592468,0.5570132732391357
Review::32052179::Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,Review,16,6,15.625,11.0,250,0.544,0.072,0.02,107,0.6822429906542056,0.1682242990654205,0.02803738317757,0.042921589082785,0.0664274151600202,0.2239878848195076,0.4760824739933014
Review::32233092::Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,Review,11,3,23.0,23.0,253,0.5612648221343873,0.0197628458498023,0.0158102766798418,59,0.6779661016949152,0.0,0.0,0.2245908887484602,0.3057368328636751,0.3224424570798874,0.5118411779403687
Review::32316357::Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,Review,12,2,22.416666666666668,26.5,269,0.5724907063197026,0.0037174721189591,0.0,30,0.8666666666666667,0.0,0.0,0.0,0.1694429418808181,-0.0434607006609439,0.5159451961517334
Review::33179280::Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,Review,12,3,15.583333333333334,15.5,187,0.5989304812834224,0.0695187165775401,0.053475935828877,38,0.8157894736842105,0.1842105263157894,0.131578947368421,0.0445222760149647,0.1075025472529947,0.1624026745557785,0.6308650970458984
Review::33864280::Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,Review,8,3,25.375,19.5,203,0.625615763546798,0.1231527093596059,0.1034482758620689,94,0.6595744680851063,0.2446808510638297,0.202127659574468,0.1219635050729884,0.2210309279910753,0.4096372326215108,0.3415441811084747
Review::33904994::Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,Review,17,6,17.529411764705884,19.0,298,0.4899328859060403,0.0369127516778523,0.0369127516778523,102,0.6372549019607843,0.088235294117647,0.0588235294117647,0.0417808105074163,0.3274030532528697,0.2670544466624657,0.7884675860404968
Review::34246253::Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,Review,19,5,18.26315789473684,14.0,347,0.5100864553314121,0.0201729106628242,0.0086455331412103,96,0.6145833333333334,0.03125,0.0,0.0445988714596214,0.2240267973733799,0.3450590103864669,0.6567317247390747
Review::34495401::Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,Review,15,5,16.2,14.0,243,0.5267489711934157,0.0123456790123456,0.0,94,0.5851063829787234,0.0212765957446808,0.0,0.1458187442542244,0.5647313404407415,0.3970614723861217,0.8292077779769897
Review::34608627::Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,Review,12,5,21.25,18.0,255,0.596078431372549,0.0941176470588235,0.0666666666666666,107,0.6822429906542056,0.2149532710280373,0.1495327102803738,0.0736573291227045,0.23638158501146,0.2909666926600039,0.6753890514373779
Review::35061134::Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,Review,12,1,15.0,16.5,180,0.6666666666666666,0.0277777777777777,0.0055555555555555,25,0.96,0.2,0.04,,0.0,,0.2898319959640503
Review::35119242::Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,Review,18,6,15.944444444444445,15.5,287,0.5365853658536586,0.1324041811846689,0.0662020905923344,144,0.5625,0.2222222222222222,0.1319444444444444,0.2058950205997127,0.2453170781905869,0.4013076777259509,0.5622382164001465
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,15,6,14.4,16.0,216,0.5648148148148148,0.0879629629629629,0.0462962962962962,83,0.6867469879518072,0.216867469879518,0.1204819277108433,0.0506028797144702,0.1806755489585044,0.2829083636403083,0.524612307548523
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,16,9,16.625,14.0,266,0.4962406015037593,0.1203007518796992,0.0676691729323308,116,0.5603448275862069,0.2586206896551724,0.1379310344827586,0.0931756601925632,0.0617172519914953,0.3245007876410252,0.4062248468399048
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,14,4,15.928571428571429,14.5,223,0.6143497757847534,0.0941704035874439,0.0448430493273542,63,0.6825396825396826,0.2222222222222222,0.1428571428571428,0.1468863321475548,0.0596352661759341,0.3401914437611897,0.4594758152961731
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,14,5,15.5,15.0,217,0.6036866359447005,0.1105990783410138,0.0737327188940092,86,0.7209302325581395,0.2674418604651162,0.1744186046511628,0.0764772189886032,0.0691244330257674,0.2311122827231884,0.6369782090187073
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,15,5,15.066666666666666,19.0,226,0.6415929203539823,0.0486725663716814,0.0398230088495575,72,0.8611111111111112,0.125,0.1111111111111111,0.0080260135646636,0.076230335522902,0.2202172972261905,0.3909863233566284
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,10,4,24.6,17.5,246,0.6666666666666666,0.0934959349593495,0.0365853658536585,126,0.7777777777777778,0.1666666666666666,0.0714285714285714,0.0542072997219367,0.0377774968440204,0.3725159838795662,0.671938419342041
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,17,4,15.705882352941176,15.0,267,0.5205992509363296,0.0599250936329588,0.048689138576779,91,0.6153846153846154,0.1648351648351648,0.1428571428571428,0.0830580524854285,0.1789542772953652,0.2710414019723733,0.6980605125427246
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,12,4,19.33333333333333,20.0,232,0.5129310344827587,0.125,0.1034482758620689,106,0.5943396226415094,0.2641509433962264,0.2075471698113207,0.1810945986228699,0.3145550423526251,0.7363630831241608,0.8821167945861816
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,13,6,20.615384615384617,17.0,268,0.5074626865671642,0.1865671641791045,0.1343283582089552,156,0.5384615384615384,0.3012820512820512,0.2243589743589743,0.1740180628137924,0.3832972323568448,0.5152062430977822,0.8863070607185364
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,13,4,15.538461538461538,17.0,202,0.4752475247524752,0.0148514851485148,0.0049504950495049,61,0.7213114754098361,0.0,0.0,0.1028506238945303,0.4003189696218205,0.3125636180241902,0.7864197492599487
Review::39343995::Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,Review,12,5,15.5,12.0,186,0.6612903225806451,0.0967741935483871,0.053763440860215,83,0.7951807228915663,0.2048192771084337,0.1204819277108433,0.0264748690397206,0.1265466719824368,0.2214984100311994,0.7182644009590149
"Review::39808292::Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",Review,12,4,24.166666666666668,20.0,290,0.5310344827586206,0.0827586206896551,0.0655172413793103,119,0.6386554621848739,0.1764705882352941,0.1092436974789916,0.0918194332710035,0.2416093425914338,0.3611193870504697,0.6603070497512817
Review::39948158::The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,Review,17,5,12.411764705882351,11.0,211,0.6255924170616114,0.0236966824644549,0.0,78,0.6538461538461539,0.0128205128205128,0.0,0.3085232973791953,0.4625375966800894,0.4965560510754585,0.7517340183258057
"Review::40218924::The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",Review,11,6,25.09090909090909,26.0,276,0.6195652173913043,0.0942028985507246,0.0652173913043478,156,0.7115384615384616,0.141025641025641,0.1025641025641025,0.0613619021455867,0.1758892043340671,0.4615701705217361,0.8031923770904541
Review::40335202::PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,Review,13,5,17.923076923076923,15.0,233,0.5622317596566524,0.1545064377682403,0.111587982832618,117,0.6068376068376068,0.282051282051282,0.2051282051282051,0.0757106217923784,0.238041158700872,0.3383301664143801,0.7661211490631104
Review::40576216::The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,Review,13,3,16.076923076923077,13.0,209,0.6363636363636364,0.0669856459330143,0.0334928229665071,65,0.8769230769230769,0.1846153846153846,0.1076923076923077,0.0085106348950192,0.164472713602194,0.2105015019575754,0.5262252688407898
Review::40897233::Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,Review,14,5,19.071428571428573,20.0,267,0.6666666666666666,0.0411985018726591,0.0187265917602996,83,0.9036144578313252,0.0963855421686747,0.0602409638554216,0.0143101038989584,0.1505623677332596,0.2606164820492267,0.6423207521438599
"Review::41253726::Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",Review,12,7,17.75,20.5,213,0.6103286384976526,0.136150234741784,0.0704225352112676,97,0.6804123711340206,0.2989690721649484,0.1546391752577319,0.0367755488912202,0.1363703672647176,0.2669146686260189,0.6275174617767334
Review::41810713::Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,Review,17,6,16.352941176470587,14.0,278,0.6438848920863309,0.0683453237410072,0.0611510791366906,79,0.810126582278481,0.2278481012658227,0.2025316455696202,0.0428201595248028,0.1979981499494437,0.2406929954886436,0.5685377717018127
