Dataset,PMID,Title,Metric,Embedding_model,Value
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",mean_local_similarity,MiniLM,0.3444108767434954
Clinical,27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",mean_local_similarity,MiniLM,0.2324543984917303
Clinical,27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",mean_local_similarity,MiniLM,0.2117960443720221
Clinical,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,mean_local_similarity,MiniLM,0.3880291562527418
Clinical,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,mean_local_similarity,MiniLM,0.3875428632018156
Clinical,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,mean_local_similarity,MiniLM,0.2250626005909659
Clinical,28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",mean_local_similarity,MiniLM,0.3222163375467062
Clinical,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,mean_local_similarity,MiniLM,0.320041681950291
Clinical,37814261,Repurposing Metformin for periodontal disease management as a form of oral-systemic preventive medicine.,mean_local_similarity,MiniLM,0.3775838105516
Clinical,25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,mean_local_similarity,MiniLM,0.156682338565588
Clinical,31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,mean_local_similarity,MiniLM,0.4799496293067932
Clinical,39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,mean_local_similarity,MiniLM,0.1826211690902709
Clinical,32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,mean_local_similarity,MiniLM,0.367301519960165
Clinical,40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,mean_local_similarity,MiniLM,0.3163222477517344
Clinical,26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",mean_local_similarity,MiniLM,0.4199692231292526
Clinical,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,mean_local_similarity,MiniLM,0.3056286975741386
Clinical,40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,mean_local_similarity,MiniLM,0.4320099304119746
Clinical,38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,mean_local_similarity,MiniLM,0.308436171575026
Clinical,36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,mean_local_similarity,MiniLM,0.3522920850664377
Clinical,29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,mean_local_similarity,MiniLM,0.1927104658912867
Clinical,31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,mean_local_similarity,MiniLM,0.1821521495335868
Clinical,30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",mean_local_similarity,MiniLM,0.319054027274251
Clinical,40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",mean_local_similarity,MiniLM,0.356782965362072
Clinical,20490384,Impact of periodontal disease on quality of life.,mean_local_similarity,MiniLM,0.3521956130862236
Clinical,30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,mean_local_similarity,MiniLM,0.2323400154709816
Clinical,27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,mean_local_similarity,MiniLM,0.3006612037618955
Clinical,28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,mean_local_similarity,MiniLM,0.3556975046172738
Clinical,35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,mean_local_similarity,MiniLM,0.2189072758298028
Clinical,36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,mean_local_similarity,MiniLM,0.3340179550328425
Clinical,37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,mean_local_similarity,MiniLM,0.3706024931743741
Clinical,25084111,Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,mean_local_similarity,MiniLM,0.7154663801193237
Clinical,22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,mean_local_similarity,MiniLM,0.3587098941206932
Clinical,20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,mean_local_similarity,MiniLM,0.2438207613925139
Clinical,37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,mean_local_similarity,MiniLM,0.2110361045536895
Clinical,26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,mean_local_similarity,MiniLM,0.2583799163500468
Clinical,27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",mean_local_similarity,MiniLM,0.3218515982682055
Clinical,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,mean_local_similarity,MiniLM,0.4451265469193458
Clinical,23866479,The relationship between periodontal disease severity and state-trait anxiety level.,mean_local_similarity,MiniLM,0.3628805403464606
Clinical,21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,mean_local_similarity,MiniLM,0.3205499285832047
Clinical,34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,mean_local_similarity,MiniLM,0.4010275773238391
Clinical,30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,mean_local_similarity,MiniLM,0.5095642179250717
Clinical,33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,mean_local_similarity,MiniLM,0.2702148273925889
Clinical,27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,mean_local_similarity,MiniLM,0.2844127185642719
Review,32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,mean_local_similarity,MPNet,0.3560015156187794
Review,39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3311550333164632
Review,40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3519499572710349
Review,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,mean_local_similarity,MPNet,0.211947716306895
Review,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,mean_local_similarity,MPNet,0.2508394920400211
Review,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.267033768693606
Review,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,mean_local_similarity,MPNet,0.3793535431226094
Review,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,mean_local_similarity,MPNet,0.3432087518952109
Review,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3519848652861335
Review,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,mean_local_similarity,MPNet,0.3745065028779208
Review,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,mean_local_similarity,MPNet,0.4164455635473132
Review,39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",mean_local_similarity,MPNet,0.3253176598386331
Review,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,mean_local_similarity,MPNet,0.351755686636482
Review,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.5341464484279806
Review,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3506830543852769
Review,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.360168110917915
Review,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3277868345379829
Review,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3451729532745149
Review,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,mean_local_similarity,MPNet,0.4498932360507109
Review,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,mean_local_similarity,MPNet,0.423698825451235
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3736063306434796
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3470640470584233
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,mean_local_similarity,MPNet,0.3586780577898025
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,mean_local_similarity,MPNet,0.4702108272661765
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",mean_local_similarity,MPNet,0.4494287087158723
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,mean_local_similarity,MPNet,0.2929538839186231
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,mean_local_similarity,MPNet,0.3056828078946897
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.401890116078513
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,mean_local_similarity,MPNet,0.5014126136898994
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3437777939252555
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,mean_local_similarity,MPNet,0.2195029039045467
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,mean_local_similarity,MPNet,0.3886339366436004
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,mean_local_similarity,MPNet,0.5086956441402435
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",mean_local_similarity,MPNet,0.6270695120096207
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,mean_local_similarity,MPNet,0.4195088190026581
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,mean_local_similarity,MPNet,0.3094314669187252
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,mean_local_similarity,MPNet,0.2695120559497313
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,mean_local_similarity,MPNet,0.3780487162293866
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3833816652851445
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,mean_local_similarity,MPNet,0.2940704489126801
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.4253607594541141
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",mean_local_similarity,MPNet,0.4142528433691371
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,mean_local_similarity,MPNet,0.3592719781315989
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,mean_local_similarity,MPNet,0.3109326022011893
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,mean_local_similarity,MPNet,0.5766765487690767
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,mean_local_similarity,MPNet,0.4244925035880162
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",mean_local_similarity,MPNet,0.4936829246580601
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,mean_local_similarity,MPNet,0.2242805954407561
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,mean_local_similarity,MPNet,0.2735391435523828
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,mean_local_similarity,MPNet,0.3737061016261577
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",mean_local_similarity,MPNet,0.3405585280723042
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,mean_local_similarity,MPNet,0.3715110455329219
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,mean_local_similarity,MPNet,0.4393752142786979
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,mean_local_similarity,MPNet,0.4046774463994162
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,mean_local_similarity,MPNet,0.2387307916175235
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,mean_local_similarity,MPNet,0.4142377153038978
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,mean_local_similarity,MPNet,0.6407458677887916
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",mean_local_similarity,MPNet,0.3381787839656074
Clinical,27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",mean_local_similarity,MPNet,0.2419160894739131
Clinical,27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",mean_local_similarity,MPNet,0.1784360893070697
Clinical,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,mean_local_similarity,MPNet,0.4522473109619958
Clinical,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,mean_local_similarity,MPNet,0.4386132354848087
Clinical,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,mean_local_similarity,MPNet,0.2289995737373829
Clinical,28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",mean_local_similarity,MPNet,0.3400421990081668
Clinical,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,mean_local_similarity,MPNet,0.3152284920215606
Clinical,37814261,Repurposing Metformin for periodontal disease management as a form of oral-systemic preventive medicine.,mean_local_similarity,MPNet,0.3783008475703271
Clinical,25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,mean_local_similarity,MPNet,0.1882343765348196
Clinical,31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,mean_local_similarity,MPNet,0.5616438090801239
Clinical,39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,mean_local_similarity,MPNet,0.243566408008337
Clinical,32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,mean_local_similarity,MPNet,0.4548067823052406
Clinical,40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,mean_local_similarity,MPNet,0.3992454064163295
Clinical,26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",mean_local_similarity,MPNet,0.4796000681817531
Clinical,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,mean_local_similarity,MPNet,0.3229198090732098
Clinical,40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,mean_local_similarity,MPNet,0.4549131989479065
Clinical,38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,mean_local_similarity,MPNet,0.3645710999315435
Clinical,36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,mean_local_similarity,MPNet,0.4063498480245471
Clinical,29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,mean_local_similarity,MPNet,0.2143149414099752
Clinical,31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,mean_local_similarity,MPNet,0.2096725066325494
Clinical,30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",mean_local_similarity,MPNet,0.4077468112111092
Clinical,40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",mean_local_similarity,MPNet,0.4145086343315514
Clinical,20490384,Impact of periodontal disease on quality of life.,mean_local_similarity,MPNet,0.412097455188632
Clinical,30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,mean_local_similarity,MPNet,0.3195463389158249
Clinical,27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,mean_local_similarity,MPNet,0.3615992075453202
Clinical,28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,mean_local_similarity,MPNet,0.4179183661937714
Clinical,35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,mean_local_similarity,MPNet,0.3025763183832168
Clinical,36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,mean_local_similarity,MPNet,0.386735949665308
Clinical,37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,mean_local_similarity,MPNet,0.4413197138346731
Clinical,25084111,Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,mean_local_similarity,MPNet,0.8070327192544937
Clinical,22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,mean_local_similarity,MPNet,0.3856953009963035
Clinical,20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,mean_local_similarity,MPNet,0.2805249836295843
Clinical,37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,mean_local_similarity,MPNet,0.2910004518926143
Clinical,26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,mean_local_similarity,MPNet,0.2938462456067403
Clinical,27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",mean_local_similarity,MPNet,0.3536388374526392
Clinical,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,mean_local_similarity,MPNet,0.4670423410832882
Clinical,23866479,The relationship between periodontal disease severity and state-trait anxiety level.,mean_local_similarity,MPNet,0.4408588048203715
Clinical,21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,mean_local_similarity,MPNet,0.3784405635669827
Clinical,34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,mean_local_similarity,MPNet,0.4694104552268981
Clinical,30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,mean_local_similarity,MPNet,0.5999231472611427
Clinical,33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,mean_local_similarity,MPNet,0.3536750457503579
Clinical,27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,mean_local_similarity,MPNet,0.3464732095599174
Review,32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,min_local_similarity,MiniLM,-0.09075628221035
Review,39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0248483531177043
Review,40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0055460277944803
Review,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,min_local_similarity,MiniLM,-0.0404628217220306
Review,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,min_local_similarity,MiniLM,0.0683775544166565
Review,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0083545185625553
Review,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,min_local_similarity,MiniLM,0.0551500916481018
Review,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,min_local_similarity,MiniLM,0.0361088626086711
Review,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,min_local_similarity,MiniLM,0.1011963784694671
Review,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,min_local_similarity,MiniLM,0.0305550247430801
Review,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,min_local_similarity,MiniLM,0.0028676465153694
Review,39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",min_local_similarity,MiniLM,0.0086323861032724
Review,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,min_local_similarity,MiniLM,-0.0506220385432243
Review,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,min_local_similarity,MiniLM,0.0521408915519714
Review,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0496537834405899
Review,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.027292301878333
Review,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,min_local_similarity,MiniLM,0.0275885052978992
Review,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,min_local_similarity,MiniLM,0.1764028966426849
Review,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,min_local_similarity,MiniLM,0.0164722763001918
Review,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,min_local_similarity,MiniLM,-0.015123501420021
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.020662447437644
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,min_local_similarity,MiniLM,0.0466307252645492
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,min_local_similarity,MiniLM,0.1032342463731765
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,min_local_similarity,MiniLM,-0.0156975630670785
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",min_local_similarity,MiniLM,0.0261237751692533
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,min_local_similarity,MiniLM,0.0046485252678394
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,min_local_similarity,MiniLM,0.0239401012659072
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,min_local_similarity,MiniLM,0.1209567338228225
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,min_local_similarity,MiniLM,0.1763359904289245
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,min_local_similarity,MiniLM,-0.0367194339632988
