Dataset,PMID,Title,Metric,Embedding_model,Value
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.367338775124933
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.3980030361562967
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.3677980527281761
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,mean_similarity_to_opening_anchor,MPNet,0.6154076399711462
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",mean_similarity_to_opening_anchor,MPNet,0.6429764404892921
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.5343961417675018
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,mean_similarity_to_opening_anchor,MPNet,0.4642887502908707
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4806074276566505
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,mean_similarity_to_opening_anchor,MPNet,0.4153361902995543
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4043532434631796
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4723887584275669
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,mean_similarity_to_opening_anchor,MPNet,0.4587489088567403
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,mean_similarity_to_opening_anchor,MPNet,0.6780405667695132
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",mean_similarity_to_opening_anchor,MPNet,0.7013746852224524
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,mean_similarity_to_opening_anchor,MPNet,0.5521641261875629
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4099469376461847
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.5382998337348303
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,mean_similarity_to_opening_anchor,MPNet,0.4564298826914567
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.3945984423160553
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4745283285155892
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4924833811819553
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",mean_similarity_to_opening_anchor,MPNet,0.5371172409504652
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,mean_similarity_to_opening_anchor,MPNet,0.5608561342582107
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.4890636838972568
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,mean_similarity_to_opening_anchor,MPNet,0.6136785516372094
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,mean_similarity_to_opening_anchor,MPNet,0.558299679841314
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",mean_similarity_to_opening_anchor,MPNet,0.64689834912618
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,mean_similarity_to_opening_anchor,MPNet,0.4390676726276676
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,mean_similarity_to_opening_anchor,MPNet,0.3633229548577219
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,mean_similarity_to_opening_anchor,MPNet,0.580197886987166
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",mean_similarity_to_opening_anchor,MPNet,0.4031358189880848
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,mean_similarity_to_opening_anchor,MPNet,0.4246809752658009
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.4653057962656021
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,mean_similarity_to_opening_anchor,MPNet,0.438016090542078
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,mean_similarity_to_opening_anchor,MPNet,0.5076283887028694
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.5974733659199306
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,mean_similarity_to_opening_anchor,MPNet,0.7847254872322083
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",mean_similarity_to_opening_anchor,MPNet,0.4423123412550642
Clinical,27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",mean_similarity_to_opening_anchor,MPNet,0.3827528191300539
Clinical,27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",mean_similarity_to_opening_anchor,MPNet,0.3456854424956772
Clinical,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,mean_similarity_to_opening_anchor,MPNet,0.5708417097727457
Clinical,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.4731262659325319
Clinical,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,mean_similarity_to_opening_anchor,MPNet,0.4591972616811593
Clinical,28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",mean_similarity_to_opening_anchor,MPNet,0.4404099153147803
Clinical,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.5055524592216198
Clinical,37814261,Repurposing Metformin for periodontal disease management as a form of oral-systemic preventive medicine.,mean_similarity_to_opening_anchor,MPNet,0.5327561831412216
Clinical,25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,mean_similarity_to_opening_anchor,MPNet,0.4079389839687131
Clinical,31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.4954577510555585
Clinical,39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,mean_similarity_to_opening_anchor,MPNet,0.4458289376714013
Clinical,32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,mean_similarity_to_opening_anchor,MPNet,0.5435877740383148
Clinical,40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.5139941784242789
Clinical,26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",mean_similarity_to_opening_anchor,MPNet,0.5296668943304282
Clinical,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,mean_similarity_to_opening_anchor,MPNet,0.5103337981484153
Clinical,40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,mean_similarity_to_opening_anchor,MPNet,0.573661889096624
Clinical,38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,mean_similarity_to_opening_anchor,MPNet,0.5730747623989979
Clinical,36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.5380385128351358
Clinical,29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.4173147868026386
Clinical,31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,mean_similarity_to_opening_anchor,MPNet,0.4360441307226816
Clinical,30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",mean_similarity_to_opening_anchor,MPNet,0.5458246036009355
Clinical,40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",mean_similarity_to_opening_anchor,MPNet,0.597297323246797
Clinical,20490384,Impact of periodontal disease on quality of life.,mean_similarity_to_opening_anchor,MPNet,0.5811242010783065
Clinical,30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,mean_similarity_to_opening_anchor,MPNet,0.4615128392522985
Clinical,27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,mean_similarity_to_opening_anchor,MPNet,0.4925100069779616
Clinical,28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.575654151764783
Clinical,35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,mean_similarity_to_opening_anchor,MPNet,0.5144401068488756
Clinical,36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,mean_similarity_to_opening_anchor,MPNet,0.4800280506412188
Clinical,37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,mean_similarity_to_opening_anchor,MPNet,0.6172658576844976
Clinical,25084111,Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.860104215145111
Clinical,22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.4929269734356138
Clinical,20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.425215334224049
Clinical,37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,mean_similarity_to_opening_anchor,MPNet,0.548316384307467
Clinical,26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,mean_similarity_to_opening_anchor,MPNet,0.400258025387302
Clinical,27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",mean_similarity_to_opening_anchor,MPNet,0.4309169558497767
Clinical,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,mean_similarity_to_opening_anchor,MPNet,0.6756045144389976
Clinical,23866479,The relationship between periodontal disease severity and state-trait anxiety level.,mean_similarity_to_opening_anchor,MPNet,0.5407802782331904
Clinical,21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,mean_similarity_to_opening_anchor,MPNet,0.4706324774485368
Clinical,34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,mean_similarity_to_opening_anchor,MPNet,0.6317724924195897
Clinical,30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,mean_similarity_to_opening_anchor,MPNet,0.665050598708066
Clinical,33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.4823432578705251
Clinical,27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,mean_similarity_to_opening_anchor,MPNet,0.4561763764782385
Review,32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,final_similarity_to_opening_anchor,MiniLM,0.4252724926918745
Review,39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.1928823925554752
Review,40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4185573309659958
Review,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4858090579509735
Review,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.3787318188697099
Review,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.3657200783491134
Review,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4915710240602493
Review,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.6161329001188278
Review,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.6098521649837494
Review,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,final_similarity_to_opening_anchor,MiniLM,0.3631474040448665
Review,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,final_similarity_to_opening_anchor,MiniLM,0.4912633299827575
Review,39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",final_similarity_to_opening_anchor,MiniLM,0.4332903921604156
Review,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,final_similarity_to_opening_anchor,MiniLM,0.5387321710586548
Review,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.6746292412281036
Review,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.5093018710613251
Review,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.5353812351822853
Review,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.3914730846881866
Review,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.175485722720623
Review,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,final_similarity_to_opening_anchor,MiniLM,0.7816665172576904
Review,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,final_similarity_to_opening_anchor,MiniLM,0.5901339054107666
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.5344913452863693
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.3446757048368454
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.1448476538062095
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,final_similarity_to_opening_anchor,MiniLM,0.7373070120811462
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",final_similarity_to_opening_anchor,MiniLM,0.3910951688885689
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4487631060183048
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,final_similarity_to_opening_anchor,MiniLM,0.5875218212604523
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4142093658447265
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,final_similarity_to_opening_anchor,MiniLM,0.4955345690250397
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4140538349747658
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.3205259516835212
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,final_similarity_to_opening_anchor,MiniLM,0.4508534409105778
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,final_similarity_to_opening_anchor,MiniLM,0.8203368484973907
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",final_similarity_to_opening_anchor,MiniLM,0.8533580005168915
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,final_similarity_to_opening_anchor,MiniLM,0.8623530566692352
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.3865447267889976
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4708801209926605
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,final_similarity_to_opening_anchor,MiniLM,0.3969931155443191
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.5540737509727478
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.6387564539909363
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.7232859134674072
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",final_similarity_to_opening_anchor,MiniLM,0.7942493855953217
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,final_similarity_to_opening_anchor,MiniLM,0.7555768191814423
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4510076567530632
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,final_similarity_to_opening_anchor,MiniLM,0.8760890066623688
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,final_similarity_to_opening_anchor,MiniLM,0.4745053872466087
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",final_similarity_to_opening_anchor,MiniLM,0.4747019559144974
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,final_similarity_to_opening_anchor,MiniLM,0.441550575196743
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,final_similarity_to_opening_anchor,MiniLM,0.6957729160785675
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,final_similarity_to_opening_anchor,MiniLM,0.2564275823533535
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",final_similarity_to_opening_anchor,MiniLM,0.6478184163570404
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,final_similarity_to_opening_anchor,MiniLM,0.4033622145652771
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,final_similarity_to_opening_anchor,MiniLM,0.3521135672926903
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,final_similarity_to_opening_anchor,MiniLM,0.3993932455778122
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,final_similarity_to_opening_anchor,MiniLM,0.4404744505882263
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,final_similarity_to_opening_anchor,MiniLM,0.5617042034864426
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,final_similarity_to_opening_anchor,MiniLM,0.8856576383113861
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",final_similarity_to_opening_anchor,MiniLM,0.1350663267076015
Clinical,27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",final_similarity_to_opening_anchor,MiniLM,0.4583516530692577
Clinical,27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",final_similarity_to_opening_anchor,MiniLM,0.2251935750246048
Clinical,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,final_similarity_to_opening_anchor,MiniLM,0.716085284948349
Clinical,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,final_similarity_to_opening_anchor,MiniLM,0.5760889500379562
Clinical,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,final_similarity_to_opening_anchor,MiniLM,0.2014843672513961
Clinical,28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",final_similarity_to_opening_anchor,MiniLM,0.3207237906754017
Clinical,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,final_similarity_to_opening_anchor,MiniLM,0.6235596686601639
Clinical,37814261,Repurposing Metformin for periodontal disease management as a form of oral-systemic preventive medicine.,final_similarity_to_opening_anchor,MiniLM,0.3227621810510754
Clinical,25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,final_similarity_to_opening_anchor,MiniLM,0.2951500862836838
Clinical,31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,final_similarity_to_opening_anchor,MiniLM,0.2720687538385391
Clinical,39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,final_similarity_to_opening_anchor,MiniLM,0.423113614320755
Clinical,32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,final_similarity_to_opening_anchor,MiniLM,0.4229638576507568
Clinical,40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,final_similarity_to_opening_anchor,MiniLM,0.4698327332735061
Clinical,26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",final_similarity_to_opening_anchor,MiniLM,0.6144586652517319
Clinical,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,final_similarity_to_opening_anchor,MiniLM,0.4383517801761627
Clinical,40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,final_similarity_to_opening_anchor,MiniLM,0.2282853946089744
Clinical,38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,final_similarity_to_opening_anchor,MiniLM,0.2204369539394974
Clinical,36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,final_similarity_to_opening_anchor,MiniLM,0.4105751290917396
Clinical,29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,final_similarity_to_opening_anchor,MiniLM,0.4617450386285782
Clinical,31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,final_similarity_to_opening_anchor,MiniLM,0.3552256226539612
Clinical,30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",final_similarity_to_opening_anchor,MiniLM,0.4742313921451568
Clinical,40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",final_similarity_to_opening_anchor,MiniLM,0.3597518079914152
